Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,dolv_125, market_cap 
VXRT,Vaxart Inc,Common Stock,8.48,928300000,Health Care,Biotechnology,Biotechnology,139204458.8,micro
VITL,Vital Farms Inc,Common Stock,27.36,927500000,Consumer Staples,Food Products,Packaged Foods & Meats,11901802.99,micro
RDUS,Radius Health Inc,Common Stock,19.88,924910000,Health Care,Biotechnology,Biotechnology,7413514.872,micro
EIG,Employers Holdings Inc,Common Stock,31.79,924140000,Financials,Insurance,Property & Casualty Insurance,4858921.066,micro
QD,Qudian Inc,Depository Receipt,3.64,923570000,Financials,Consumer Finance,Consumer Finance,7759902.176,micro
CPE,Callon Petroleum Co/DE,Common Stock,23.18,921410000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,36042145.01,micro
VREX,Varex Imaging Corp,Common Stock,23.51,920850000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,6215251.312,micro
STRO,Sutro Biopharma Inc,Common Stock,24.1,919180000,Health Care,Biotechnology,Biotechnology,9468907.325,micro
DAC,Danaos Corp,Common Stock,37.07,918930000,Industrials,Marine,Marine,8080356.314,micro
LIND,Lindblad Expeditions Holdings Inc,Common Stock,18.45,917850000,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",6134956.472,micro
AFIN,American Finance Trust Inc,Common Stock,8.43,916410000,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,3727622.364,micro
PETQ,PetIQ Inc,Common Stock,36.12,912250000,Health Care,Health Care Providers & Services,Health Care Distributors,10336395.81,micro
AUDC,Audiocodes Ltd,Common Stock,30.85,912200000,Information Technology,Communications Equipment,Communications Equipment,9495651.095,micro
PRTA,Prothena Corp Plc,Common Stock,22.85,912190000,Health Care,Biotechnology,Biotechnology,4103671.614,micro
CVM,CEL-SCI Corp,Common Stock,23.55,912090000,Health Care,Biotechnology,Biotechnology,13295868.79,micro
MSGN,MSG Networks Inc,Common Stock,15.96,910500000,Communication Services,Media,Cable & Satellite,6824487.555,micro
SIBN,SI-BONE Inc,Common Stock,31.45,907560000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,6890077.982,micro
BQ,Boqii Holding Ltd,Depository Receipt,10,907530000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,6110074.718,micro
EPIX,ESSA Pharma Inc,Common Stock,28.3,906770000,Health Care,Biotechnology,Biotechnology,2514545.383,micro
AINV,Apollo Investment Corp,Common Stock,13.88,905790000,Financials,Capital Markets,Asset Management & Custody Banks,4846599.324,micro
HMST,HomeStreet Inc,Common Stock,41.37,903920000,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,4414554.488,micro
AGM,Federal Agricultural Mortgage Corp.,Common Stock,84.1,902900000,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,3650539.796,micro
WRLD,World Acceptance Corp,Common Stock,134.02,901980000,Financials,Consumer Finance,Consumer Finance,8456072.359,micro
ANDE,Andersons Inc (The),Common Stock,26.86,901370000,Consumer Staples,Food & Staples Retailing,Food Distributors,4512486.379,micro
EXK,Endeavour Silver Corp,Common Stock,5.72,900400000,Materials,Metals & Mining,Silver,15497844.86,micro
NTUS,Natus Medical Inc,Common Stock,26.57,899930000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,4384715.104,micro
HEXO,Hexo Corp,Common Stock,7.44,899210000,Health Care,Pharmaceuticals,Pharmaceuticals,27057679.05,micro
AMPH,Amphastar Pharmaceuticals Inc,Common Stock,18.87,897440000,Health Care,Pharmaceuticals,Pharmaceuticals,3681057.003,micro
COWN,Cowen Inc,Common Stock,33.77,896970000,Financials,Capital Markets,Investment Banking & Brokerage,10422775.99,micro
PLYA,Playa Hotels & Resorts N.V.,Common Stock,6.66,895740000,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",7511982.029,micro
KOPN,Kopin Corp,Common Stock,10.85,895340000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,9027471.524,micro
DCOM,Dime Community Bancshares Inc,Common Stock,26.98,891690000,Financials,Banks,Regional Banks,3755848.58,micro
TPC,Tutor Perini Corp,Common Stock,17.53,891000000,Industrials,Construction & Engineering,Construction & Engineering,4681535.918,micro
KRNY,Kearny Financial Corp,Common Stock,10.8401,890550000,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,3234724.433,micro
CARS,Cars.com Inc,Common Stock,13.23,889140000,Communication Services,Interactive Media & Services,Interactive Media & Services,9212510.739,micro
CRMT,America's Car-Mart Inc,Common Stock,134.84,888100000,Consumer Discretionary,Specialty Retail,Automotive Retail,5042452.742,micro
DRD,DRDGold Ltd,Depository Receipt,10.38,887600000,Materials,Metals & Mining,Gold,4691520.508,micro
FUV,Arcimoto Inc,Common Stock,27.84,886840000,Consumer Discretionary,Automobiles,Motorcycle Manufacturers,34710816.22,micro
ORTX,Orchard Therapeutics plc,Depository Receipt,9.08,886750000,Health Care,Biotechnology,Biotechnology,9577346.125,micro
AVXL,Anavex Life Sciences Corp,Common Stock,13.18,884590000,Health Care,Biotechnology,Biotechnology,25114594.2,micro
PRTY,Party City Holdco Inc,Common Stock,8,884590000,Consumer Discretionary,Specialty Retail,Specialty Stores,21519896.6,micro
DBI,Designer Brands Inc,Common Stock,12.2,883020000,Consumer Discretionary,Specialty Retail,Apparel Retail,16282576.89,micro
NLS,Nautilus Inc,Common Stock,29.16,882290000,Consumer Discretionary,Leisure Products,Leisure Products,47999351.26,micro
TCX,Tucows Inc,Common Stock,83.05,881330000,Information Technology,IT Services,Internet Services & Infrastructure,2764798.12,micro
BCSF,Bain Capital Specialty Finance Inc,Common Stock,13.65,881270000,Financials,Capital Markets,Asset Management & Custody Banks,3079839.546,micro
WNC,Wabash National Corp,Common Stock,16.77,881030000,Industrials,Machinery,Construction Machinery & Heavy Trucks,6741066.837,micro
OCSL,Oaktree Specialty Lending Corp,Common Stock,6.23,878190000,Financials,Capital Markets,Asset Management & Custody Banks,2688950.116,micro
AGEN,Agenus Inc/DE,Common Stock,4.65,877690000,Health Care,Biotechnology,Biotechnology,11428982.44,micro
OGI,OrganiGram Holdings Inc,Common Stock,3.735,870330000,Health Care,Pharmaceuticals,Pharmaceuticals,32192295.68,micro
CKH,SEACOR Holdings Inc,Common Stock,42.44,864630000,Industrials,Marine,Marine,8630790.074,micro
OPRX,OptimizeRX Corp,Common Stock,57.34,864230000,Health Care,Health Care Technology,Health Care Technology,5436118.963,micro
RFP,Resolute Forest Products Inc,Common Stock,10.45,863170000,Materials,Paper & Forest Products,Paper Products,2689084.642,micro
ATOM,Atomera Inc,Common Stock,38.69,861890000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,13315553.85,micro
WBAI,500.com Ltd,Depository Receipt,20,860020000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,5477328.624,micro
BNR,Burning Rock Biotech Limited,Depository Receipt,34.26,857600000,Health Care,Biotechnology,Biotechnology,5900520.4,micro
COLL,Collegium Pharmaceutical Inc,Common Stock,24.79,857510000,Health Care,Pharmaceuticals,Pharmaceuticals,8967162.158,micro
VET,Vermilion Energy Inc,Common Stock,5.39,853280000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,7154632.577,micro
HFWA,Heritage Financial Corp,Common Stock,23.76,853270000,Financials,Banks,Regional Banks,3247707.026,micro
SOHU,Sohu.com Ltd,Depository Receipt,21.7,852140000,Communication Services,Interactive Media & Services,Interactive Media & Services,7873415.782,micro
GAN,GAN Ltd,Common Stock,30.36,852110000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,25691248.2,micro
NEX,NexTier Oilfield Solutions Inc,Common Stock,3.97,851010000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,4496423.802,micro
UAVS,AgEagle Aerial Systems Inc,Common Stock,14.7,850850000,Industrials,Machinery,Agricultural & Farm Machinery,39143865.81,micro
ACCO,ACCO Brands Corp,Common Stock,9,850470000,Industrials,Commercial Services & Supplies,Office Services & Supplies,4025304.209,micro
WETF,Wisdomtree Investments Inc,Common Stock,5.84,847310000,Financials,Capital Markets,Asset Management & Custody Banks,3899858.661,micro
BCOV,Brightcove Inc,Common Stock,21.24,845670000,Information Technology,IT Services,Internet Services & Infrastructure,4245179.801,micro
AMRX,Amneal Pharmaceuticals Inc,Common Stock,5.72,844200000,Health Care,Pharmaceuticals,Pharmaceuticals,5232750.825,micro
SIFY,Sify Technologies Ltd,Depository Receipt,4.69,842350000,Communication Services,Diversified Telecommunication Services,Alternative Carriers,2550297.835,micro
CUBI,Customers Bancorp Inc,Common Stock,26.55,841770000,Financials,Banks,Regional Banks,2625236.094,micro
PRVB,Provention Bio Inc,Common Stock,14.84,841110000,Health Care,Pharmaceuticals,Pharmaceuticals,10391228.98,micro
ERII,Energy Recovery Inc,Common Stock,15.05,839610000,Industrials,Machinery,Industrial Machinery,2519079.315,micro
HNGR,Hanger Inc,Common Stock,22,838970000,Health Care,Health Care Providers & Services,Health Care Facilities,3216352.691,micro
QEP,QEP Resources Inc,Common Stock,3.46,838080000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,8881696.281,micro
PLAB,Photronics Inc,Common Stock,13.27,837840000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,5638945.417,micro
DYN,Dyne Therapeutics Inc,Common Stock,18.61,837520000,Health Care,Biotechnology,Biotechnology,7976935.72,micro
RNA,Avidity Biosciences Inc,Common Stock,22.26,836100000,Health Care,Biotechnology,Biotechnology,6069557.407,micro
BOOM,DMC Global Inc,Common Stock,56.56,835210000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,4662147.866,micro
USCR,US Concrete Inc,Common Stock,49.98,835000000,Materials,Construction Materials,Construction Materials,9451236.331,micro
UEIC,Universal Electronics Inc,Common Stock,60.31,833790000,Consumer Discretionary,Household Durables,Consumer Electronics,3128337.899,micro
KODK,Eastman Kodak Co,Common Stock,10.78,833290000,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",140034409.9,micro
TRTX,TPG RE Finance Trust Inc,Common Stock,10.85,832820000,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,4369089.081,micro
TMDX,Transmedics Group Inc,Common Stock,30.66,832690000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,4891169.465,micro
OFIX,Orthofix Medical Inc,Common Stock,43.19,832140000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,3860545.06,micro
ESPR,Esperion Therapeutics Inc,Common Stock,29.86,831780000,Health Care,Biotechnology,Biotechnology,22379631.5,micro
XENT,Intersect ENT Inc,Common Stock,25.35,829350000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,4955162.353,micro
KELYA,Kelly Services Inc.,Common Stock,21.09,828840000,Industrials,Professional Services,Human Resource & Employment Services,2763532.773,micro
ECOM,ChannelAdvisor Corp,Common Stock,28.49,825670000,Information Technology,Software,Application Software,6754135.88,micro
FOSL,Fossil Group Inc,Common Stock,16.08,824890000,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",18000414.24,micro
TGI,Triumph Group Inc.,Common Stock,14.98,823530000,Industrials,Aerospace & Defense,Aerospace & Defense,15728351.7,micro
BCOR,Blucora Inc,Common Stock,17.11,822510000,Financials,Capital Markets,Asset Management & Custody Banks,4635683.152,micro
LOVE,Lovesac Co (The),Common Stock,56.02,821950000,Consumer Discretionary,Household Durables,Home Furnishings,12861694.77,micro
VAPO,Vapotherm Inc,Common Stock,32.03,820800000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,12797304.33,micro
PDFS,PDF Solutions Inc,Common Stock,22.3,819320000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,2601014.062,micro
SRI,Stoneridge Inc.,Common Stock,30.33,819090000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,3290661.62,micro
CHUY,Chuy's Holdings Inc,Common Stock,41.59,816750000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,3757778.426,micro
LL,Lumber Liquidators Holdings Inc,Common Stock,28.27,816180000,Consumer Discretionary,Specialty Retail,Home Improvement Retail,17185727.71,micro
VTOL,Bristow Group Inc,Common Stock,27.68,815670000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,4561225.495,micro
NX,Quanex Building Products Corp,Common Stock,24.83,814550000,Industrials,Building Products,Building Products,3509541.27,micro
TEN,Tenneco Inc,Common Stock,10,814080000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,8955170.117,micro
PAE,PAE Incorporated,Common Stock,8.81,813640000,Industrials,Aerospace & Defense,Aerospace & Defense,3223889.072,micro
HMHC,Houghton Mifflin Harcourt Co,Common Stock,6.45,812990000,Consumer Discretionary,Diversified Consumer Services,Education Services,7413393.053,micro
ANGO,AngioDynamics Inc,Common Stock,21.17,812260000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,4238109.179,micro
ETM,Entercom Communications Corp.,Common Stock,5.88,811400000,Communication Services,Media,Broadcasting,4680628.435,micro
SNDX,Syndax Pharmaceuticals Inc,Common Stock,20.82,807360000,Health Care,Biotechnology,Biotechnology,11796443.62,micro
KNL,Knoll Inc,Common Stock,15.92,807190000,Industrials,Commercial Services & Supplies,Office Services & Supplies,4206795.985,micro
SII,Sprott Inc,Common Stock,32.56,797720000,Financials,Capital Markets,Asset Management & Custody Banks,2753047.064,micro
KDMN,Kadmon Holdings Inc,Common Stock,4.64,794470000,Health Care,Biotechnology,Biotechnology,11277922.07,micro
PARR,Par Pacific Holdings Inc,Common Stock,14.72,794100000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,3621911.983,micro
MYE,Myers Industries Inc.,Common Stock,22.17,793730000,Materials,Containers & Packaging,Metal & Glass Containers,2520283.638,micro
EVLO,Evelo Biosciences Inc,Common Stock,17.17,793440000,Health Care,Biotechnology,Biotechnology,2684025.206,micro
ADTN,ADTRAN Inc,Common Stock,16.43,788400000,Information Technology,Communications Equipment,Communications Equipment,3874315.579,micro
JUSHF,Jushi Holdings Inc,Common Stock,8.085,786560000,Health Care,Pharmaceuticals,Pharmaceuticals,3303243.746,micro
DESP,Despegar com Corp,Common Stock,12.13,784080000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,3512381.875,micro
TCS,Container Store Group Inc (The),Common Stock,16.02,778160000,Consumer Discretionary,Specialty Retail,Specialty Stores,12245072.22,micro
AXDX,Accelerate Diagnostics Inc,Common Stock,13.63,776140000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,4870235.821,micro
PFBC,Preferred Bank of Los Angeles,Common Stock,51.94,776020000,Financials,Banks,Regional Banks,2893289.196,micro
CBB,Cincinnati Bell Inc,Common Stock,15.28,774410000,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,7821465.693,micro
HSTM,HealthStream Inc,Common Stock,24.34,771240000,Health Care,Health Care Technology,Health Care Technology,3157561.079,micro
BPYU,GGP Inc,Common Stock,18.45,770160000,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,11778950.14,micro
AERI,Aerie Pharmaceuticals Inc,Common Stock,16.39,768450000,Health Care,Pharmaceuticals,Pharmaceuticals,9059034.819,micro
GOSS,Gossamer Bio Inc,Common Stock,10.59,767520000,Health Care,Biotechnology,Biotechnology,7534789.245,micro
AXGN,Axogen Inc,Common Stock,19.06,765160000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,3654323.162,micro
SPWH,Sportsmans Warehouse Holdings Inc,Common Stock,17.495,763280000,Consumer Discretionary,Specialty Retail,Specialty Stores,23546106.78,micro
RIGL,Rigel Pharmaceuticals Inc,Common Stock,4.52,762780000,Health Care,Biotechnology,Biotechnology,8666490.102,micro
KALV,KalVista Pharmaceuticals Inc,Common Stock,42.55,762680000,Health Care,Biotechnology,Biotechnology,14482530.75,micro
SP,SP Plus Corp,Common Stock,33.01,762100000,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,3763555.33,micro
ATRS,Antares Pharma Inc,Common Stock,4.53,755020000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,3580230.853,micro
KOP,Koppers Holdings Inc,Common Stock,35.81,754370000,Materials,Chemicals,Commodity Chemicals,4326185.977,micro
UUUU,Energy Fuels Inc,Common Stock,5.79,754290000,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,9768227.455,micro
VRAY,ViewRay Inc,Common Stock,5.09,753090000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,6648042.045,micro
PETS,PetMed Express Inc,Common Stock,37.06,752050000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,22775937.34,micro
